"Step","lemon-plasma-45 - val_loss_stage_1:_pretraining_on_cosmos","lemon-plasma-45 - val_loss_stage_1:_pretraining_on_cosmos__MIN","lemon-plasma-45 - val_loss_stage_1:_pretraining_on_cosmos__MAX"
"105","0.004271665655258187","0.004271665655258187","0.004271665655258187"
"106","0.0036510166426597483","0.0036510166426597483","0.0036510166426597483"
"107","0.0031755082986282745","0.0031755082986282745","0.0031755082986282745"
"108","0.0031539678444288547","0.0031539678444288547","0.0031539678444288547"
"109","0.003181015845668073","0.003181015845668073","0.003181015845668073"
"110","0.0031757139274905402","0.0031757139274905402","0.0031757139274905402"
"111","0.0032543998528979504","0.0032543998528979504","0.0032543998528979504"
"112","0.0031849105795304106","0.0031849105795304106","0.0031849105795304106"
"113","0.003427464759093866","0.003427464759093866","0.003427464759093866"
"114","0.0033241671487095016","0.0033241671487095016","0.0033241671487095016"
"115","0.0036011054566560874","0.0036011054566560874","0.0036011054566560874"
"116","0.003263747309832087","0.003263747309832087","0.003263747309832087"
"117","0.0032639103721536387","0.0032639103721536387","0.0032639103721536387"
"118","0.0031562577473334503","0.0031562577473334503","0.0031562577473334503"
"119","0.0033379462974273406","0.0033379462974273406","0.0033379462974273406"
"120","0.003178817372984219","0.003178817372984219","0.003178817372984219"
"121","0.003374010156048556","0.003374010156048556","0.003374010156048556"
"122","0.0031763380271557723","0.0031763380271557723","0.0031763380271557723"
"123","0.0032238893321066696","0.0032238893321066696","0.0032238893321066696"
"124","0.003373796512163966","0.003373796512163966","0.003373796512163966"
"125","0.003101401025282829","0.003101401025282829","0.003101401025282829"
"126","0.0030899798674377137","0.0030899798674377137","0.0030899798674377137"
"127","0.003083159977068429","0.003083159977068429","0.003083159977068429"
"128","0.003102940270107527","0.003102940270107527","0.003102940270107527"
"129","0.0031185003632310565","0.0031185003632310565","0.0031185003632310565"
"130","0.003114167900106147","0.003114167900106147","0.003114167900106147"
"131","0.003153643159817395","0.003153643159817395","0.003153643159817395"
"132","0.003108732722396209","0.003108732722396209","0.003108732722396209"
"133","0.0031663550648319276","0.0031663550648319276","0.0031663550648319276"
"134","0.00309118329723616","0.00309118329723616","0.00309118329723616"
"135","0.0031143666360752575","0.0031143666360752575","0.0031143666360752575"
"136","0.0031356728787797833","0.0031356728787797833","0.0031356728787797833"
"137","0.0031149522568249192","0.0031149522568249192","0.0031149522568249192"
"138","0.003094065789241724","0.003094065789241724","0.003094065789241724"
"139","0.003201189732948297","0.003201189732948297","0.003201189732948297"
"140","0.0031307000394488844","0.0031307000394488844","0.0031307000394488844"
"141","0.0030673815179716626","0.0030673815179716626","0.0030673815179716626"
"142","0.0031040724302733675","0.0031040724302733675","0.0031040724302733675"
"143","0.0031170025776914505","0.0031170025776914505","0.0031170025776914505"
"144","0.003077762661214022","0.003077762661214022","0.003077762661214022"
"145","0.003095033585736867","0.003095033585736867","0.003095033585736867"
"146","0.0030724307502252163","0.0030724307502252163","0.0030724307502252163"
"147","0.003097285360811439","0.003097285360811439","0.003097285360811439"
"148","0.0030777343064188867","0.0030777343064188867","0.0030777343064188867"
"149","0.00309943439217091","0.00309943439217091","0.00309943439217091"
"150","0.003150319167724409","0.003150319167724409","0.003150319167724409"
"151","0.0030827878678554538","0.0030827878678554538","0.0030827878678554538"
"152","0.003151814592496217","0.003151814592496217","0.003151814592496217"
"153","0.00307605086584642","0.00307605086584642","0.00307605086584642"
"154","0.003120100106635273","0.003120100106635273","0.003120100106635273"
"155","0.0030415823493065625","0.0030415823493065625","0.0030415823493065625"
"156","0.0030938810306656767","0.0030938810306656767","0.0030938810306656767"
"157","0.0030982257234319515","0.0030982257234319515","0.0030982257234319515"
"158","0.0030656104077934287","0.0030656104077934287","0.0030656104077934287"
"159","0.003104623799262326","0.003104623799262326","0.003104623799262326"
"160","0.003111902328670612","0.003111902328670612","0.003111902328670612"
"161","0.0031016295593146565","0.0031016295593146565","0.0031016295593146565"
"162","0.0030960873054745896","0.0030960873054745896","0.0030960873054745896"
"163","0.0031075094536854005","0.0031075094536854005","0.0031075094536854005"
"164","0.0030292810377471257","0.0030292810377471257","0.0030292810377471257"
"165","0.003057060878074476","0.003057060878074476","0.003057060878074476"
"166","0.0030945153010959203","0.0030945153010959203","0.0030945153010959203"
"167","0.0031430259382341564","0.0031430259382341564","0.0031430259382341564"
"168","0.0031918088660915596","0.0031918088660915596","0.0031918088660915596"
"169","0.0031055678313188857","0.0031055678313188857","0.0031055678313188857"
"170","0.0031364047434730103","0.0031364047434730103","0.0031364047434730103"
"171","0.003089543544886429","0.003089543544886429","0.003089543544886429"
"172","0.0030573054421548745","0.0030573054421548745","0.0030573054421548745"
"173","0.0031449905789849185","0.0031449905789849185","0.0031449905789849185"
"174","0.0033100687586005797","0.0033100687586005797","0.0033100687586005797"
"175","0.0033556208141925343","0.0033556208141925343","0.0033556208141925343"
"176","0.003047380580913873","0.003047380580913873","0.003047380580913873"
"177","0.003049674048751368","0.003049674048751368","0.003049674048751368"
"178","0.00321003048215689","0.00321003048215689","0.00321003048215689"
"179","0.003149793897556189","0.003149793897556189","0.003149793897556189"
"180","0.0030417716452443024","0.0030417716452443024","0.0030417716452443024"
"181","0.0029848011684655137","0.0029848011684655137","0.0029848011684655137"
"182","0.003019343894164077","0.003019343894164077","0.003019343894164077"
"183","0.0029883144736172935","0.0029883144736172935","0.0029883144736172935"
"184","0.0030137263920644204","0.0030137263920644204","0.0030137263920644204"
"185","0.0029940147462223766","0.0029940147462223766","0.0029940147462223766"
"186","0.0029817644587728617","0.0029817644587728617","0.0029817644587728617"
"187","0.0030045414285700092","0.0030045414285700092","0.0030045414285700092"
"188","0.0030761271191216788","0.0030761271191216788","0.0030761271191216788"
"189","0.0029824044788020945","0.0029824044788020945","0.0029824044788020945"
"190","0.0029908097126239387","0.0029908097126239387","0.0029908097126239387"
"191","0.002974214581382019","0.002974214581382019","0.002974214581382019"
"192","0.0030280150280961944","0.0030280150280961944","0.0030280150280961944"
"193","0.002986720336697314","0.002986720336697314","0.002986720336697314"
"194","0.002977163446830232","0.002977163446830232","0.002977163446830232"
"195","0.0030007722849532147","0.0030007722849532147","0.0030007722849532147"
"196","0.0030402188334454636","0.0030402188334454636","0.0030402188334454636"
"197","0.0029942531112300335","0.0029942531112300335","0.0029942531112300335"
"198","0.0029913554939049463","0.0029913554939049463","0.0029913554939049463"
"199","0.003009886480377569","0.003009886480377569","0.003009886480377569"
"200","0.002974780213962167","0.002974780213962167","0.002974780213962167"
"201","0.0029908212536694594","0.0029908212536694594","0.0029908212536694594"
"202","0.0030746322395054076","0.0030746322395054076","0.0030746322395054076"
"203","0.002969092114936313","0.002969092114936313","0.002969092114936313"
"204","0.003029743842120851","0.003029743842120851","0.003029743842120851"
"205","0.002962956506344885","0.002962956506344885","0.002962956506344885"
"206","0.0030081428576336426","0.0030081428576336426","0.0030081428576336426"
"207","0.00296529649095227","0.00296529649095227","0.00296529649095227"
"208","0.0029676272581176735","0.0029676272581176735","0.0029676272581176735"
"209","0.0029742661236381823","0.0029742661236381823","0.0029742661236381823"
"210","0.0029986718231995685","0.0029986718231995685","0.0029986718231995685"
"211","0.0030061828229994317","0.0030061828229994317","0.0030061828229994317"
"212","0.002983015015521438","0.002983015015521438","0.002983015015521438"
"213","0.0030184065003499997","0.0030184065003499997","0.0030184065003499997"
"214","0.002994229747302519","0.002994229747302519","0.002994229747302519"
"215","0.002994847823937883","0.002994847823937883","0.002994847823937883"
"216","0.003054788088661492","0.003054788088661492","0.003054788088661492"
"217","0.002978065979511369","0.002978065979511369","0.002978065979511369"
"218","0.0029924693255609335","0.0029924693255609335","0.0029924693255609335"
"219","0.0029664962028462007","0.0029664962028462007","0.0029664962028462007"
"220","0.0030040867519822234","0.0030040867519822234","0.0030040867519822234"
"221","0.0029938466343038712","0.0029938466343038712","0.0029938466343038712"
"222","0.0029415845477481616","0.0029415845477481616","0.0029415845477481616"
"223","0.0029438153302925826","0.0029438153302925826","0.0029438153302925826"
"224","0.0029430419844824686","0.0029430419844824686","0.0029430419844824686"
"225","0.0029358850700581182","0.0029358850700581182","0.0029358850700581182"
"226","0.0029272863189487423","0.0029272863189487423","0.0029272863189487423"
"227","0.0029585053823572003","0.0029585053823572003","0.0029585053823572003"
"228","0.0029734556073650175","0.0029734556073650175","0.0029734556073650175"
"229","0.002977290659830052","0.002977290659830052","0.002977290659830052"
"230","0.0029528251505281772","0.0029528251505281772","0.0029528251505281772"
"231","0.002936840804615855","0.002936840804615855","0.002936840804615855"
"232","0.002942160298074928","0.002942160298074928","0.002942160298074928"
"233","0.0029496113242389447","0.0029496113242389447","0.0029496113242389447"
"234","0.0029385611724225815","0.0029385611724225815","0.0029385611724225815"
"235","0.002970693448809951","0.002970693448809951","0.002970693448809951"
"236","0.0029499219152302925","0.0029499219152302925","0.0029499219152302925"
"237","0.0029530286909003538","0.0029530286909003538","0.0029530286909003538"
"238","0.0029485606139863407","0.0029485606139863407","0.0029485606139863407"
"239","0.002945505115256903","0.002945505115256903","0.002945505115256903"
"240","0.002927932451068702","0.002927932451068702","0.002927932451068702"
"241","0.0029416510219598814","0.0029416510219598814","0.0029416510219598814"
"242","0.0030009178142761496","0.0030009178142761496","0.0030009178142761496"
"243","0.0029248512387559673","0.0029248512387559673","0.0029248512387559673"
"244","0.002912497496218427","0.002912497496218427","0.002912497496218427"
"245","0.0029116247912451204","0.0029116247912451204","0.0029116247912451204"
"246","0.0029112845975240425","0.0029112845975240425","0.0029112845975240425"
"247","0.0029206672549370745","0.0029206672549370745","0.0029206672549370745"
"248","0.0029277185517764272","0.0029277185517764272","0.0029277185517764272"
"249","0.002931176108191878","0.002931176108191878","0.002931176108191878"
"250","0.002930448710305128","0.002930448710305128","0.002930448710305128"
"251","0.0029297297139725185","0.0029297297139725185","0.0029297297139725185"
"252","0.0029156871135374834","0.0029156871135374834","0.0029156871135374834"
"253","0.0029208529356887785","0.0029208529356887785","0.0029208529356887785"
"254","0.002923508444108286","0.002923508444108286","0.002923508444108286"
"255","0.0029123147247789674","0.0029123147247789674","0.0029123147247789674"
"256","0.0029351074391718067","0.0029351074391718067","0.0029351074391718067"
"257","0.0029162213617235718","0.0029162213617235718","0.0029162213617235718"
"258","0.002922195407946819","0.002922195407946819","0.002922195407946819"
"259","0.0029316896258725035","0.0029316896258725035","0.0029316896258725035"
"260","0.0029130779140974982","0.0029130779140974982","0.0029130779140974982"
"261","0.002918934864318375","0.002918934864318375","0.002918934864318375"
"262","0.0029389567446219986","0.0029389567446219986","0.0029389567446219986"
"263","0.002909631829082337","0.002909631829082337","0.002909631829082337"
"264","0.0029025530121276643","0.0029025530121276643","0.0029025530121276643"
"265","0.002908125272024777","0.002908125272024777","0.002908125272024777"
"266","0.0029176393387392993","0.0029176393387392993","0.0029176393387392993"
"267","0.0029060513440921534","0.0029060513440921534","0.0029060513440921534"
"268","0.002904723358920755","0.002904723358920755","0.002904723358920755"
"269","0.002901005318778695","0.002901005318778695","0.002901005318778695"
"270","0.002915596740021128","0.002915596740021128","0.002915596740021128"
"271","0.0029059188237538966","0.0029059188237538966","0.0029059188237538966"
"272","0.0029060134217265437","0.0029060134217265437","0.0029060134217265437"
"273","0.002907672419898071","0.002907672419898071","0.002907672419898071"
"274","0.0028998395348163236","0.0028998395348163236","0.0028998395348163236"
"275","0.0029049065054505387","0.0029049065054505387","0.0029049065054505387"
"276","0.0029028281140415124","0.0029028281140415124","0.0029028281140415124"
"277","0.0029131776067819583","0.0029131776067819583","0.0029131776067819583"
"278","0.002906208555990732","0.002906208555990732","0.002906208555990732"
"279","0.002905362797336216","0.002905362797336216","0.002905362797336216"
"280","0.002906588789632116","0.002906588789632116","0.002906588789632116"
"281","0.0029190822010166377","0.0029190822010166377","0.0029190822010166377"
"282","0.0029016643530738444","0.0029016643530738444","0.0029016643530738444"
"283","0.0029038588033769106","0.0029038588033769106","0.0029038588033769106"
"284","0.002900268443817909","0.002900268443817909","0.002900268443817909"
"285","0.002901363054959096","0.002901363054959096","0.002901363054959096"
"286","0.00290478515798258","0.00290478515798258","0.00290478515798258"
"287","0.0029181125434374405","0.0029181125434374405","0.0029181125434374405"
"288","0.002909996124615013","0.002909996124615013","0.002909996124615013"
"289","0.0029086463800746","0.0029086463800746","0.0029086463800746"
"290","0.0029075492531426108","0.0029075492531426108","0.0029075492531426108"
"291","0.0029015883922371686","0.0029015883922371686","0.0029015883922371686"
"292","0.0029071349483568566","0.0029071349483568566","0.0029071349483568566"
"293","0.002902673801108021","0.002902673801108021","0.002902673801108021"
"294","0.0028977770172208587","0.0028977770172208587","0.0028977770172208587"
"295","0.002896848948936937","0.002896848948936937","0.002896848948936937"
"296","0.0029012324285153436","0.0029012324285153436","0.0029012324285153436"
"297","0.002903867114058067","0.002903867114058067","0.002903867114058067"
"298","0.002913670807929692","0.002913670807929692","0.002913670807929692"
"299","0.0029043945010200473","0.0029043945010200473","0.0029043945010200473"
