"Step","lemon-plasma-45 - val_loss_stage_1:_pretraining_on_cosmos","lemon-plasma-45 - val_loss_stage_1:_pretraining_on_cosmos__MIN","lemon-plasma-45 - val_loss_stage_1:_pretraining_on_cosmos__MAX"
"105","0.004271665655258187","0.004271665655258187","0.004271665655258187"
"106","0.0036510166426597483","0.0036510166426597483","0.0036510166426597483"
"107","0.0031755082986282745","0.0031755082986282745","0.0031755082986282745"
"108","0.0031539678444288547","0.0031539678444288547","0.0031539678444288547"
"109","0.003181015845668073","0.003181015845668073","0.003181015845668073"
"110","0.0031757139274905402","0.0031757139274905402","0.0031757139274905402"
"111","0.0032543998528979504","0.0032543998528979504","0.0032543998528979504"
"112","0.0031849105795304106","0.0031849105795304106","0.0031849105795304106"
"113","0.003427464759093866","0.003427464759093866","0.003427464759093866"
"114","0.0033241671487095016","0.0033241671487095016","0.0033241671487095016"
"115","0.0036011054566560874","0.0036011054566560874","0.0036011054566560874"
"116","0.003263747309832087","0.003263747309832087","0.003263747309832087"
"117","0.0032639103721536387","0.0032639103721536387","0.0032639103721536387"
"118","0.0031562577473334503","0.0031562577473334503","0.0031562577473334503"
"119","0.0033379462974273406","0.0033379462974273406","0.0033379462974273406"
"120","0.003178817372984219","0.003178817372984219","0.003178817372984219"
"121","0.003374010156048556","0.003374010156048556","0.003374010156048556"
"122","0.0031763380271557723","0.0031763380271557723","0.0031763380271557723"
"123","0.0032238893321066696","0.0032238893321066696","0.0032238893321066696"
"124","0.003373796512163966","0.003373796512163966","0.003373796512163966"
"125","0.003101401025282829","0.003101401025282829","0.003101401025282829"
